2019-05-16 12:55:15,[24.44417577]
2019-05-16 12:55:16,[24.44417577]
2019-05-16 12:55:17,[24.44417577]
2019-05-16 12:55:19,[24.44417577]
2019-05-16 12:55:20,[24.44417577]
2019-05-16 12:55:21,[24.44417577]
2019-05-16 12:55:22,[24.44417577]
2019-05-16 12:55:24,[24.44417577]
2019-05-16 12:55:25,[24.44417577]
2019-05-16 12:55:26,[24.44417577]
2019-05-16 12:55:27,[24.44417577]
2019-05-16 12:55:28,[24.44417577]
2019-05-16 12:55:29,[24.44417577]
2019-05-16 12:55:31,[24.44417577]
2019-05-16 12:55:32,[24.44417577]
2019-05-16 12:55:33,[24.44417577]
2019-05-16 12:55:34,[24.44417577]
2019-05-16 12:55:35,[24.44417577]
2019-05-16 12:55:37,[24.44417577]
2019-05-16 12:55:38,[24.44417577]
2019-05-16 12:55:39,[24.44417577]
2019-05-16 12:55:40,[24.44417577]
2019-05-16 12:55:42,[24.44417577]
2019-05-16 12:55:43,[24.44417577]
2019-05-16 12:55:44,[24.44417577]
2019-05-16 12:55:45,[24.44417577]
2019-05-16 12:55:46,[24.44417577]
2019-05-16 12:55:48,[24.44417577]
2019-05-16 12:55:50,[24.44417577]
2019-05-16 12:55:51,[24.44417577]
2019-05-16 12:55:52,[24.44417577]
2019-05-16 12:55:53,[24.44417577]
2019-05-16 12:55:55,[24.44417577]
2019-05-16 12:55:56,[24.44417577]
2019-05-16 12:55:57,[24.44417577]
2019-05-16 12:55:58,[24.44417577]
2019-05-16 12:55:59,[24.44417577]
2019-05-16 12:56:01,[24.44417577]
2019-05-16 12:56:02,[24.44417577]
2019-05-16 12:56:03,[24.44417577]
2019-05-16 12:56:04,[24.44417577]
2019-05-16 12:56:05,[24.44417577]
2019-05-16 12:56:07,[24.44417577]
2019-05-16 12:56:08,[24.44417577]
2019-05-16 12:56:09,[24.44417577]
2019-05-16 12:56:10,[24.44417577]
2019-05-16 12:56:12,[24.44417577]
2019-05-16 12:56:13,[24.44417577]
2019-05-16 12:56:14,[24.44417577]
2019-05-16 12:56:15,[24.44417577]
2019-05-16 12:56:16,[24.44417577]
2019-05-16 12:56:18,[24.44417577]
2019-05-16 12:56:19,[24.44417577]
2019-05-16 12:56:20,[24.44417577]
2019-05-16 12:56:21,[24.44417577]
2019-05-16 12:56:22,[24.44417577]
2019-05-16 12:56:24,[24.44417577]
2019-05-16 12:56:25,[24.44417577]
2019-05-16 12:56:26,[24.44417577]
2019-05-16 12:56:27,[24.44417577]
2019-05-16 12:56:29,[24.44417577]
2019-05-16 12:56:30,[24.44417577]
2019-05-16 12:56:31,[24.44417577]
2019-05-16 12:56:32,[24.44417577]
2019-05-16 12:56:33,[24.44417577]
2019-05-16 12:56:35,[24.44417577]
2019-05-16 12:56:36,[24.44417577]
2019-05-16 12:56:37,[24.44417577]
2019-05-16 12:56:38,[24.44417577]
2019-05-16 12:56:39,[24.44417577]
2019-05-16 12:56:41,[24.44417577]
2019-05-16 12:56:42,[24.44417577]
2019-05-16 12:56:43,[24.44417577]
2019-05-16 12:56:44,[24.44417577]
2019-05-16 12:56:46,[24.44417577]
2019-05-16 12:56:47,[24.44417577]
2019-05-16 12:56:48,[24.44417577]
2019-05-16 12:56:49,[24.44417577]
2019-05-16 12:56:50,[24.44417577]
2019-05-16 12:56:52,[24.44417577]
2019-05-16 12:56:53,[24.44417577]
2019-05-16 12:56:54,[24.44417577]
2019-05-16 12:56:55,[24.44417577]
2019-05-16 12:56:56,[24.44417577]
2019-05-16 12:56:58,[24.44417577]
2019-05-16 12:56:59,[24.44417577]
2019-05-16 12:57:00,[24.44417577]
2019-05-16 12:57:01,[24.44417577]
2019-05-16 12:58:06,[24.44417577]
2019-05-16 12:58:07,[24.44417577]
2019-05-16 12:58:08,[24.44417577]
2019-05-16 12:58:09,[24.44417577]
2019-05-16 12:58:11,[24.44417577]
2019-05-16 12:58:12,[24.44417577]
2019-05-16 12:58:13,[24.44417577]
2019-05-16 12:58:14,[24.44417577]
2019-05-16 12:58:15,[24.44417577]
2019-05-16 12:58:16,[24.44417577]
2019-05-16 12:58:18,[24.44417577]
2019-05-16 12:58:19,[24.44417577]
2019-05-16 12:58:20,[24.44417577]
2019-05-16 12:58:21,[24.44417577]
2019-05-16 12:58:23,[24.44417577]
2019-05-16 12:58:24,[24.44417577]
2019-05-16 12:58:25,[24.44417577]
2019-05-16 12:58:26,[24.44417577]
2019-05-16 12:58:27,[24.44417577]
2019-05-16 12:58:29,[24.44417577]
2019-05-16 12:58:30,[24.44417577]
2019-05-16 12:58:31,[24.44417577]
2019-05-16 12:58:32,[24.44417577]
2019-05-16 12:58:33,[24.44417577]
2019-05-16 12:58:35,[24.44417577]
2019-05-16 12:58:36,[24.44417577]
2019-05-16 12:58:37,[24.44417577]
2019-05-16 12:58:38,[24.44417577]
2019-05-16 12:58:39,[24.44417577]
